category,label,text,language
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,Income Tax Notice: You have a pending refund of INR 100000. Claim it here: http://paytm-refund-processing.online,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.25000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.50000. Claim it here: http://secure.jio-claim-reward-now.net,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Punjab National Bank account. Link now: http://airtel-secure-login.xyz",en
upi_fraud,scam,Your electricity bill of Rs.49999 is pending. Power will be disconnected at 9 PM. Pay via UPI: 6965230590@paytm,en
benign,safe,OTP for login to your HDFC account is 831970. Do not share this with anyone.,en
phishing,scam,YOUR HDFC INTERNET BANKING ACCESS WILL BE LOCKED IN 24 HRS. VERIFY YOUR IDENTITY AT HTTP://TATA-VERIFY-ACCOUNT-INFO.COM,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8644567377@ybl,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.25000 online using http://jio-official-portal.co and get 10% cashback.",en
phishing,scam,Paytm Winner! You have been selected for a free gift worth Rs.9999. Claim: http://www.tata-claim-reward-now.net,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
phishing,scam,"Your Instagram account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.reliance-official-portal.co",en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,URGENT: Your Union Bank account KYC has expired. Update immediately at http://www.paytm-update-kyc.in to avoid suspension.,en
upi_fraud,scam,Your electricity bill of Rs.49999 is pending. Power will be disconnected at 9 PM. Pay via UPI: 6019927118@ybl,en
phishing,scam,"Dear ICICI customer, 15,000 reward points are expiring today. Redeem for cash at http://amazon-update-kyc.in",en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://airtel-refund-processing.online,en
upi_fraud,scam,"ALERT: INR 5000 debited from your A/c. If not done by you, forward this SMS to +91-9280855397 to block transaction.",en
phishing,scam,Your Kotak internet banking access will be locked in 24 hrs. Verify your identity at http://flipkart-official-portal.co,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 7735861239@okicici to avoid double toll.",en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-6077945173,en
investment_scam,scam,PART-TIME JOB OFFER FROM AMAZON. EARN UP TO RS.3000/DAY. MESSAGE HR ON WHATSAPP: +91-9071586071,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of INR 50000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.500 registration. http://secure.jio-verify-account-info.com",en
benign,safe,"Hey, are we still meeting for dinner at 5:00 PM?",en
benign,safe,WiFi bill generated for March. Amount due Rs.999. Pay by 15th.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.5000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
upi_fraud,scam,Your electricity bill of Rs.25000 is pending. Power will be disconnected at 9 PM. Pay via UPI: 9644692078@paytm,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.9999. Claim it here: http://flipkart-refund-processing.online,en
upi_fraud,scam,Aapke UPI par Rs.49999 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
phishing,scam,Tata Winner! You have been selected for a free gift worth Rs.10000. Claim: http://secure.jio-official-portal.co,en
phishing,scam,"Dear Punjab National Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://www.jio-refund-processing.online",en
benign,safe,WiFi bill generated for March. Amount due Rs.2000. Pay by 15th.,en
upi_fraud,scam,Aapke UPI par Rs.50000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
phishing,scam,"Dear customer, your PAN card is not linked to your Yes Bank account. Link now: http://www.airtel-secure-login.xyz",en
upi_fraud,scam,You have received a payment of Rs.9999 on PhonePe. Enter your UPI pin to claim the amount.,en
phishing,scam,"DEAR SBI CUSTOMER, 15,000 REWARD POINTS ARE EXPIRING TODAY. REDEEM FOR CASH AT HTTP://SECURE.FLIPKART-SECURE-LOGIN.XYZ",en
phishing,scam,URGENT: Your Punjab National Bank account KYC has expired. Update immediately at http://www.amazon-refund-processing.online to avoid suspension.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 7456069345@ybl,en
phishing,scam,"Dear customer, your PAN card is not linked to your ICICI account. Link now: http://amazon-secure-login.xyz",en
benign,safe,"Salary of Rs.50000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 2:30 PM. Please arrive 10 minutes early.,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.10000 and our AI will trade for you. http://www.amazon-refund-processing.online,en
phishing,scam,Action Required: Complete your Union Bank Aadhaar linking process today via http://secure.reliance-update-kyc.in,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 524364.,en
upi_fraud,scam,Aapke UPI par Rs.50000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
phishing,scam,"Your Instagram account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.amazon-update-kyc.in",en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.10000 and our AI will trade for you. http://reliance-refund-processing.online,en
phishing,scam,URGENT: Your HDFC account KYC has expired. Update immediately at http://secure.flipkart-secure-login.xyz to avoid suspension.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 7800294786@oksbi,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.49999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of Rs.25000 for access.,en
phishing,scam,"Dear ICICI customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.jio-refund-processing.online",en
phishing,scam,"DEAR CUSTOMER, YOUR PAN CARD IS NOT LINKED TO YOUR BANK OF BARODA ACCOUNT. LINK NOW: HTTP://PAYTM-UPDATE-KYC.IN",en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://tata-claim-reward-now.net to continue watching.,en
benign,safe,"Salary of Rs.25000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel INR 25000.,en
upi_fraud,scam,You have received a payment of Rs.25000 on PhonePe. Enter your UPI pin to claim the amount.,en
phishing,scam,"Your WhatsApp account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.flipkart-official-portal.co",en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8082506929@paytm,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.100000 online using http://secure.amazon-update-kyc.in and get 10% cashback.",en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.9999. Claim it here: http://secure.airtel-update-kyc.in,en
benign,safe,"Hey, are we still meeting for dinner at 2:30 PM?",en
upi_fraud,scam,Congratulations! You won Rs.25000 cashback on Google Pay. Click here and enter PIN to receive: http://secure.jio-official-portal.co,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9270692691 to update.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://secure.amazon-update-kyc.in,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.1500 security fee.,en
phishing,scam,Your Union Bank internet banking access will be locked in 24 hrs. Verify your identity at http://www.reliance-secure-login.xyz,en
upi_fraud,scam,"ALERT: Rs.50000 debited from your A/c. If not done by you, forward this SMS to +91-9296871521 to block transaction.",en
phishing,scam,URGENT: Your ICICI account KYC has expired. Update immediately at http://secure.flipkart-update-kyc.in to avoid suspension.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.100.,en
benign,safe,Can you send me the presentation file before EOD?,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,Income Tax Notice: You have a pending refund of INR 25000. Claim it here: http://secure.reliance-refund-processing.online,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
benign,safe,OTP for login to your HDFC account is 127895. Do not share this with anyone.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.9999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.999 security fee.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.1500.,en
phishing,scam,Your Axis Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.flipkart-refund-processing.online,en
upi_fraud,scam,Congratulations! You won Rs.5000 cashback on Google Pay. Click here and enter PIN to receive: http://www.tata-claim-reward-now.net,en
phishing,scam,"Your WhatsApp account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.reliance-update-kyc.in",en
upi_fraud,scam,YOUR PAYTM KYC DETAILS ARE INCOMPLETE. YOUR WALLET WILL BE BLOCKED. CALL +91-8106576882 TO UPDATE.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://www.paytm-official-portal.co,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.25000 via UPI.,en
phishing,scam,Jio Winner! You have been selected for a free gift worth Rs.25000. Claim: http://airtel-refund-processing.online,en
phishing,scam,"Dear Union Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://reliance-refund-processing.online",en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.9999. Claim it here: http://www.jio-update-kyc.in,en
benign,safe,Meeting pushed to 5:00 PM. Please check the updated invite.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6851254928@paytm to avoid double toll.",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 429395.,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
benign,safe,Can you send me the presentation file before EOD?,en
phishing,scam,Amazon Winner! You have been selected for a free gift worth Rs.100000. Claim: http://tata-official-portal.co,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-9414117602,en
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,URGENT: Your Bank of Baroda account KYC has expired. Update immediately at http://paytm-secure-login.xyz to avoid suspension.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Canara Bank account. Link now: http://secure.jio-verify-account-info.com",en
benign,safe,CAN YOU SEND ME THE PRESENTATION FILE BEFORE EOD?,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 9:00 AM. Please arrive 10 minutes early.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.1500.,en
phishing,scam,Amazon Winner! You have been selected for a free gift worth Rs.100000. Claim: http://secure.airtel-verify-account-info.com,en
phishing,scam,Flipkart Winner! You have been selected for a free gift worth Rs.5000. Claim: http://reliance-verify-account-info.com,en
phishing,scam,Tata Winner! You have been selected for a free gift worth Rs.100000. Claim: http://jio-verify-account-info.com,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://www.tata-secure-login.xyz to continue watching.,en
upi_fraud,scam,You have received a payment of Rs.5000 on PhonePe. Enter your UPI pin to claim the amount.,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Tata. 500% returns expected in 3 months. Register: http://www.airtel-verify-account-info.com,en
phishing,scam,Jio Winner! You have been selected for a free gift worth Rs.9999. Claim: http://www.reliance-update-kyc.in,en
phishing,scam,"Dear ICICI customer, 15,000 reward points are expiring today. Redeem for cash at http://www.paytm-verify-account-info.com",en
upi_fraud,scam,You have received a payment of Rs.49999 on PhonePe. Enter your UPI pin to claim the amount.,en
investment_scam,scam,"Make INR 50,000 per month with simple data entry. Zero investment plan requires INR 999 registration. http://www.tata-update-kyc.in",en
phishing,scam,"Dear Kotak customer, 15,000 reward points are expiring today. Redeem for cash at http://airtel-update-kyc.in",en
phishing,scam,URGENT: Your Axis Bank account KYC has expired. Update immediately at http://secure.jio-claim-reward-now.net to avoid suspension.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.25000 online using http://secure.jio-official-portal.co and get 10% cashback.",en
benign,safe,WiFi bill generated for March. Amount due Rs.999. Pay by 15th.,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6170973107@paytm to avoid double toll.",en
benign,safe,Can you send me the presentation file before EOD?,en
benign,safe,WiFi bill generated for March. Amount due Rs.1500. Pay by 15th.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 404364.,en
benign,safe,OTP for login to your HDFC account is 932936. Do not share this with anyone.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.10000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
phishing,scam,"Your Instagram account has been logged in from an unknown device. If this wasn't you, secure your account: http://paytm-verify-account-info.com",en
phishing,scam,"Dear Union Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://jio-verify-account-info.com",en
phishing,scam,Your SBI internet banking access will be locked in 24 hrs. Verify your identity at http://jio-claim-reward-now.net,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Flipkart. 500% returns expected in 3 months. Register: http://secure.amazon-refund-processing.online,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6199980733@okicici,en
benign,safe,"Hey, are we still meeting for dinner at 5:00 PM?",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 4:15 PM. Please arrive 10 minutes early.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://amazon-secure-login.xyz,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://paytm-secure-login.xyz to continue watching.,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.49999. Claim it here: http://www.paytm-refund-processing.online,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.2000 security fee.,en
benign,safe,Can you send me the presentation file before EOD?,en
upi_fraud,scam,"ALERT: Rs.25000 debited from your A/c. If not done by you, forward this SMS to +91-6597491722 to block transaction.",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,AMAZON WINNER! YOU HAVE BEEN SELECTED FOR A FREE GIFT WORTH RS.9999. CLAIM: HTTP://SECURE.FLIPKART-OFFICIAL-PORTAL.CO,en
phishing,scam,"Your WhatsApp account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.flipkart-update-kyc.in",en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,Tata Winner! You have been selected for a free gift worth Rs.10000. Claim: http://www.reliance-secure-login.xyz,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.amazon-secure-login.xyz to continue watching.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://reliance-secure-login.xyz to continue watching.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,Can you send me the presentation file before EOD?,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.49999 online using http://secure.flipkart-claim-reward-now.net and get 10% cashback.",en
benign,safe,Your Uber trip has ended. Total fare: Rs.2000.,en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel Rs.49999.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of INR 100000 for access.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://amazon-update-kyc.in,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.50000 via UPI.,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,"Your Instagram account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.amazon-official-portal.co",en
upi_fraud,scam,"ALERT: Rs.9999 debited from your A/c. If not done by you, forward this SMS to +91-8033913804 to block transaction.",en
upi_fraud,scam,Aapke UPI par Rs.50000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.2000 security fee.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 9504331327@paytm,en
benign,safe,Can you send me the presentation file before EOD?,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6897934153@oksbi,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.9999 online using http://reliance-verify-account-info.com and get 10% cashback.",en
phishing,scam,Your Union Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.flipkart-secure-login.xyz,en
benign,safe,Can you send me the presentation file before EOD?,en
benign,safe,OTP for login to your HDFC account is 743281. Do not share this with anyone.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://tata-official-portal.co to continue watching.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.100000 online using http://www.jio-secure-login.xyz and get 10% cashback.",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
benign,safe,"Salary of Rs.100000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,"Your Gmail account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.reliance-verify-account-info.com",en
phishing,scam,YOUR NETFLIX SUBSCRIPTION HAS EXPIRED. RENEW IMMEDIATELY AT HTTP://TATA-UPDATE-KYC.IN TO CONTINUE WATCHING.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 2:30 PM. Please arrive 10 minutes early.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://www.jio-claim-reward-now.net to continue watching.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 9:00 AM. Please arrive 10 minutes early.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.25000 via UPI.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
upi_fraud,scam,"ALERT: Rs.9999 debited from your A/c. If not done by you, forward this SMS to +91-8227290058 to block transaction.",en
benign,safe,Can you send me the presentation file before EOD?,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 8932170758@ybl to avoid double toll.",en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://www.reliance-verify-account-info.com,en
upi_fraud,scam,Your electricity bill of Rs.10000 is pending. Power will be disconnected at 9 PM. Pay via UPI: 9852436688@paytm,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 245569.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.250.,en
phishing,scam,"Dear Yes Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.airtel-refund-processing.online",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,OTP for login to your HDFC account is 892734. Do not share this with anyone.,en
phishing,scam,"Dear Axis Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://www.paytm-secure-login.xyz",en
phishing,scam,"Your Gmail account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.jio-update-kyc.in",en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.9999. Claim it here: http://jio-refund-processing.online,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://www.tata-secure-login.xyz,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8016314113@okicici,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://www.reliance-secure-login.xyz to continue watching.,en
benign,safe,WIFI BILL GENERATED FOR MARCH. AMOUNT DUE RS.100. PAY BY 15TH.,en
phishing,scam,URGENT: Your ICICI account KYC has expired. Update immediately at http://airtel-claim-reward-now.net to avoid suspension.,en
upi_fraud,scam,"ALERT: Rs.49999 debited from your A/c. If not done by you, forward this SMS to +91-7747214190 to block transaction.",en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 4:15 PM. Please arrive 10 minutes early.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.25000 online using http://airtel-verify-account-info.com and get 10% cashback.",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-6740756530 to update.,en
phishing,scam,Action Required: Complete your Axis Bank Aadhaar linking process today via http://www.tata-official-portal.co,en
phishing,scam,ACTION REQUIRED: COMPLETE YOUR KOTAK AADHAAR LINKING PROCESS TODAY VIA HTTP://AIRTEL-SECURE-LOGIN.XYZ,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9710320066 to update.,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Reliance. 500% returns expected in 3 months. Register: http://amazon-update-kyc.in,en
phishing,scam,URGENT: Your SBI account KYC has expired. Update immediately at http://secure.flipkart-secure-login.xyz to avoid suspension.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,URGENT: Your Canara Bank account KYC has expired. Update immediately at http://secure.tata-claim-reward-now.net to avoid suspension.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 9:00 AM. Please arrive 10 minutes early.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Axis Bank account. Link now: http://www.tata-update-kyc.in",en
phishing,scam,"Dear customer, your PAN card is not linked to your HDFC account. Link now: http://www.airtel-secure-login.xyz",en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
upi_fraud,scam,You have received a payment of INR 5000 on PhonePe. Enter your UPI pin to claim the amount.,en
upi_fraud,scam,AAPKE UPI PAR INR 10000 BHEJ DIYE GAYE HAIN. CONFIRM KARNE KE LIYE APNA PIN DALEIN.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
upi_fraud,scam,CONGRATULATIONS! YOU WON RS.25000 CASHBACK ON GOOGLE PAY. CLICK HERE AND ENTER PIN TO RECEIVE: HTTP://WWW.PAYTM-UPDATE-KYC.IN,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.100 security fee.,en
phishing,scam,Action Required: Complete your Yes Bank Aadhaar linking process today via http://amazon-official-portal.co,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.500 registration. http://www.amazon-official-portal.co",en
phishing,scam,Your SBI internet banking access will be locked in 24 hrs. Verify your identity at http://www.tata-refund-processing.online,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.49999 and our AI will trade for you. http://www.paytm-verify-account-info.com,en
upi_fraud,scam,You have received a payment of Rs.100000 on PhonePe. Enter your UPI pin to claim the amount.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.tata-official-portal.co to continue watching.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
benign,safe,OTP for login to your HDFC account is 271489. Do not share this with anyone.,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 238115.,en
phishing,scam,"Dear SBI customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.amazon-refund-processing.online",en
investment_scam,scam,Earn Guaranteed 30% monthly returns! Invest Rs.100000 in crypto now. Join Telegram: http://secure.flipkart-secure-login.xyz,en
phishing,scam,"Your Facebook account has been logged in from an unknown device. If this wasn't you, secure your account: http://amazon-claim-reward-now.net",en
phishing,scam,Action Required: Complete your Canara Bank Aadhaar linking process today via http://reliance-claim-reward-now.net,en
phishing,scam,"Dear customer, your PAN card is not linked to your Axis Bank account. Link now: http://secure.paytm-claim-reward-now.net",en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,"Dear customer, your PAN card is not linked to your Kotak account. Link now: http://secure.tata-secure-login.xyz",en
phishing,scam,Airtel Winner! You have been selected for a free gift worth INR 49999. Claim: http://www.amazon-update-kyc.in,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.999.,en
benign,safe,WiFi bill generated for March. Amount due Rs.100. Pay by 15th.,en
phishing,scam,"Dear customer, your PAN card is not linked to your HDFC account. Link now: http://secure.airtel-update-kyc.in",en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.50000 online using http://secure.amazon-official-portal.co and get 10% cashback.",en
benign,safe,Your Uber trip has ended. Total fare: Rs.999.,en
investment_scam,scam,MULTIBAGGER STOCK TIP: BUY 'XYZ INFRA' TARGET 500 (CURRENT 40). INSIDER INFO! SUBSCRIBE TO OUR PREMIUM CHANNEL RS.9999.,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
phishing,scam,Your Union Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.reliance-claim-reward-now.net,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Your Uber trip has ended. Total fare: Rs.1500.,en
benign,safe,Meeting pushed to 2:30 PM. Please check the updated invite.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 9080739073@okicici,en
upi_fraud,scam,Your electricity bill of Rs.5000 is pending. Power will be disconnected at 9 PM. Pay via UPI: 8832870924@ybl,en
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
phishing,scam,URGENT: Your Union Bank account KYC has expired. Update immediately at http://secure.airtel-update-kyc.in to avoid suspension.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.49999 via UPI.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.jio-claim-reward-now.net to continue watching.,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.9999. Claim it here: http://paytm-verify-account-info.com,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.100000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
phishing,scam,"Your Apple ID account has been logged in from an unknown device. If this wasn't you, secure your account: http://jio-secure-login.xyz",en
